,0,1
313,232006979,232448372
314,230464945,230464795
315,230473470,230473461
316,3878899,232464074
317,230537126,232424841
318,230349591,230602355
319,232013266,230453431
320,232472197,232472206
321,230461032,232440027
322,230438854,232438397
323,232037102,232037100
324,230436750,80045921
325,230946548,5043402
326,232346245,76172036
327,71373899,231179652
328,230327318,230524949
329,219821009,230457090
330,89273,230468711
331,230588414,205866484
332,89273,230963202
333,3761361,232029206
334,232679778,232345690
335,24155910,230683551
336,89273,230465736
337,232448771,232448765
338,89273,105855467
339,3403739,3404363
340,3857826,3880822
341,33453302,232448418
342,232440098,230681578
343,232472220,230680288
344,3875073,3863635
345,230325162,230602580
346,232675061,230663643
347,231178807,230679233
348,230519614,230539729
349,89273,230468734
350,2858652,4932775
351,89273,73119987
352,7991441,231176668
353,230444849,230444448
354,230339770,230470033
355,230528694,2865010
356,3399363,3424818
357,89273,230468265
358,230592577,195237910
359,230472241,232438397
360,1913117,232916687
361,232039084,232902113
362,89273,230555001
363,230585461,17790701
364,89273,230529016
365,232037399,230438468
366,230468700,230468693
367,232047417,232014513
368,89273,232399133
369,232361286,49960790
370,36329945,230580829
371,89273,230439444
372,230444845,230444448
373,3875073,231179610
374,230422126,232398771
375,3405622,231017514
376,89273,230439297
377,230457870,230646172
378,232037044,230437640
379,232471941,230523203
380,28297225,232402715
381,3385845,232350659
382,89273,231028817
383,3863824,231176188
384,230438467,230439442
385,231026786,231028826
386,232471961,232472197
387,232033982,88055509
388,232043907,232438397
389,232037090,230661984
390,89273,3094131
391,230468041,232029206
392,230524976,230681123
393,89273,230468825
394,230412050,42094373
395,232440022,232472197
396,230437634,232904744
397,223097307,232431898
398,230650915,230468042
399,231028913,232910088
400,232032777,4961135
401,3426724,3903393
402,230326373,212700985
403,230458605,230626345
404,3435817,3403731
405,230464795,19128841
406,232439984,230681119
407,230338694,232348759
408,230465227,232440023
409,16754007,232438397
410,89273,230438845
411,232431898,230578938
412,60492027,232470342
413,230336145,95985627
414,231036727,231177074
415,207798045,73191409
416,89273,17790701
417,230468036,192393975
418,206786861,230473477
419,232440097,232443613
420,230438472,230647313
421,231177887,2758467
422,232036658,230437632
423,234029888,232383230
424,232009716,232469437
425,231035659,231029351
426,3898382,3871340
427,1913117,230682525
428,230592577,204236566
429,89273,16464132
430,21696456,232027351
431,232465409,54735206
432,230465378,232031824
433,232456339,232456258
434,231995248,230473480
435,102874126,232470504
436,54306935,232926666
437,230524983,230524980
438,89273,230520079
439,89273,230424173
440,3875654,232459969
441,232033968,54732017
442,230682622,230526479
443,232472244,230527771
444,232014505,37786466
445,4860508,4443254
446,40424704,232359149
447,30074536,230456734
448,3391070,3435882
449,89273,230423455
450,230336145,232346245
451,230339756,232037400
452,231179638,3913231
453,230602597,230473598
454,230528714,230528710
455,231995669,230473477
456,232042947,232438397
457,232686009,7089467
458,230473469,230473461
459,89273,230468421
460,232446202,230639246
461,232443618,232443617
462,230439442,232906716
463,230523280,230523277
464,230468041,230468036
465,230424227,232402903
466,227105852,230473483
467,232907885,118658775
468,89273,3880165
469,3898178,195237909
470,230438486,232443223
471,89273,232443223
472,230444454,230444448
473,232050355,230969607
474,232448820,232505942
475,232472206,230524976
476,232472244,230580831
477,231176188,230679220
478,89273,230528695
479,89273,232473209
480,232382462,232383230
481,89273,230557030
482,230418063,232438397
483,3423872,3402165
484,230337461,231993291
485,232958804,230580831
486,231997307,230473481
487,230528723,230528710
488,3898382,231192284
489,232346248,232029206
490,230529178,54735269
491,231177078,2758467
492,230436743,232437283
493,230437640,232062518
494,232428618,231502557
495,230438479,232904582
496,230464780,232906716
497,232034939,232034936
498,230968952,231178359
499,230966618,232438397
500,3846528,3874463
501,232454798,54732584
502,232907285,234459963
503,232443612,232444880
504,3880766,232459630
505,89273,59184908
506,232033966,183320189
507,89273,14938386
508,232458515,230526943
509,230649117,232439984
510,89273,57319992
511,33824628,230630135
512,230338678,232073795
513,230595710,232034939
514,230438466,232440106
515,3880667,3877983
516,227338369,230522934
517,230459277,232926141
518,230464766,230464771
519,3880653,3876487
520,89273,230468662
521,230524978,230524975
522,89273,230406515
523,37232600,21696456
524,232404249,22115259
525,234075333,234075335
526,89273,34300945
527,195237909,230527735
528,232413670,232413667
529,232444501,232444499
530,3205536,230451730
531,3766651,232029206
532,232013266,232029206
533,63006056,230663643
534,232457891,14849314
535,230602355,232361296
536,3403752,3401438
537,232778357,7089467
538,230422092,230422090
539,232034935,232036647
540,89273,232959346
541,196619563,40587631
542,230968861,231179638
543,55022339,230642655
544,230340190,230945818
545,71384764,232396277
546,7089693,232438397
547,230389796,2717498
548,231178835,231179679
549,230537124,11340045
550,230436761,230436760
551,232439983,230681119
552,230473317,230579323
553,230473483,230473461
554,89273,230968952
555,89273,5662056
556,3768941,3766651
557,231995250,230473480
558,230465231,232904028
559,232046504,230449516
560,230448370,3878618
561,89273,3891413
562,230464759,230464766
563,230444451,230444448
564,230456734,232438397
565,91496924,232898395
566,232451413,232451423
567,232910077,231188282
568,232397581,232397400
569,192823764,206142478
570,89273,3863824
571,21696461,2813778
572,208590808,232431910
573,37234025,232437488
574,230422092,203808992
575,230406515,232448785
576,231995761,230473483
577,232906649,232440027
578,89273,232439175
579,89273,230412060
580,89273,230448396
581,89273,230471551
582,230526083,230525732
583,231995762,230473483
584,89273,230464759
585,230334819,232346245
586,71367715,232438397
587,89273,230969365
588,232453648,232453645
589,1913117,232909292
590,231177063,2758467
591,230438471,232444501
592,232031596,230444451
593,3875116,3875136
594,232464074,54734938
595,232907295,65795604
596,232051671,232351356
597,230461031,232439983
598,230465367,230518236
599,230523211,230529019
600,230636186,230746742
601,230353892,2706899
602,230432792,230969378
603,3878742,195237909
604,231181199,231269959
605,12878074,7757447
606,230339682,207801396
607,230468082,14843991
608,231996125,230473483
609,232009689,230444452
610,9221284,232457167
611,230442067,7089693
612,232034934,230438474
613,230472241,232544880
614,230530295,232031824
615,89273,230468668
616,89273,230468013
617,232034707,230404574
618,232008502,232431883
619,232431898,2758467
620,71369866,3239815
621,232034945,230438482
622,89273,49960790
623,89273,3838133
624,231028597,232438397
625,230847032,230847499
626,231004407,232438397
627,230452751,37233988
628,232071123,49960790
629,230438486,232908760
630,230333626,230602355
631,232401224,22949008
632,230456625,230456618
633,232353291,232451413
634,2311553,230391409
635,232034651,232469426
636,230445946,3876980
637,230446999,230446998
638,3399422,3420267
639,230403088,232465856
640,23812310,195237909
641,232037097,230531148
642,230444461,230444448
643,232034264,232437954
644,89273,230552327
645,232679778,13239483
646,1913117,49960790
647,231192341,2758467
648,230464751,232457179
649,2850007,231180585
650,89273,230469214
651,232354197,230468041
652,230703697,102874126
653,3405488,230946692
654,89273,230552328
655,3406800,32700972
656,230438468,230438466
657,3386635,230448737
658,89273,230639670
659,232432895,2880930
660,232402903,82706446
661,3881497,232456360
662,230448391,102029923
663,89941897,2893861
664,9425781,34300577
665,3757070,3767838
666,204236566,219841229
667,231995679,230473477
668,230650549,230550393
669,230594649,232672940
670,3881912,3881930
671,232046031,232349483
672,232468003,182448481
673,102664424,230438870
674,230523212,230529016
675,89273,230468660
676,3875725,232438397
677,213007221,230422126
678,3435817,3864947
679,230468042,232009676
680,230339656,230601403
681,95679861,230473483
682,2850408,3406989
683,230438477,230647313
684,232033970,232033968
685,1913117,13239490
686,232037098,232037097
687,89273,230646558
688,232904579,232439983
689,89273,230447404
690,7550645,230623077
691,232672940,232348828
692,231176188,39522302
693,232072009,232458515
694,230442471,2881274
695,232031789,232031788
696,232444502,230523211
697,230437640,230437634
698,232001654,230473478
699,232040050,18249608
700,21696455,293323
701,3880576,3880066
702,232034949,232037410
703,232396277,231141205
704,232907272,227338369
705,89273,231028831
706,3851279,121435080
707,230403082,232465856
708,230941366,232054853
709,234458119,71366905
710,218531044,2881273
711,230436760,5051852
712,231180839,16640457
713,89273,230610774
714,3880228,232438397
715,232006620,232438397
716,232443223,232472215
717,231995687,230473477
718,32700972,232444878
719,231996109,230473483
720,230349989,232034707
721,232444881,232471941
722,89273,230970140
723,230457095,2881273
724,230459282,232900729
725,230473578,60492027
726,232448418,232448416
727,232703120,232383230
728,89273,3903937
729,89273,230527331
730,230946692,230946408
731,231997599,230473481
732,89273,230465641
733,3239815,231177887
734,232042969,232679753
735,230577432,230451739
736,230473599,59397801
737,3775711,230433803
738,231996119,230473483
739,230473478,230473461
740,13015066,230473483
741,230339649,230601403
742,195227601,3740000
743,232359149,23518684
744,232431904,2758467
745,232034934,230461032
746,231169665,230901166
747,230946555,230473483
748,14558195,192393975
749,230473461,230770487
750,232467634,230537133
751,230473468,230473461
752,230594521,232034264
753,232472581,230523211
754,230436742,230436739
755,232353289,232470342
756,230438483,230439442
757,230649126,230649197
758,230423018,232438397
759,230680288,230529165
760,3876512,232438397
761,232034952,230438477
762,230683180,230539732
763,89273,233229832
764,232346248,230468043
765,232904028,232472561
766,232046508,232061267
767,89273,230394594
768,3880029,3880150
769,3383995,230599592
770,232468870,230521271
771,23864550,232054858
772,230467956,57801713
773,231029351,232438397
774,89273,230468671
775,89273,230578991
776,232346253,230457451
777,2864956,212689472
778,1913117,209968186
779,230468036,232438397
780,231990435,232903605
781,232448399,232448397
782,230444456,230444448
783,230456630,86313536
784,232446211,226861434
785,230473479,230473461
786,230946692,3768941
787,230437632,230438486
788,14843991,232460557
789,232034936,230464769
790,89273,206142478
791,230529042,230529040
792,89273,3925147
793,230452481,3880693
794,230768499,4595670
795,230647320,232438397
796,232462210,232462285
797,232910217,151305811
798,230437633,230438476
799,230438488,232904582
800,231028826,232438397
801,230446331,71373984
802,230325937,83251669
803,17796937,230456623
804,230529053,232472215
805,230336184,18249608
806,230531174,2881274
807,230391409,232467634
808,232906420,232443618
809,89273,230412057
810,232377112,230550396
811,232471961,232472201
812,230424162,14939186
813,188671066,230473483
814,230473477,230473461
815,230352707,230456624
816,14353875,230473599
817,89273,232959336
818,230338678,2881273
819,230644286,5662056
820,230391405,71017657
821,232039074,232440131
822,230390558,232438397
823,232348759,232037045
824,230438492,230438488
825,230684633,15087677
826,230405607,230405605
827,230457870,232925742
828,231996126,230473483
829,230461032,230461031
830,230340190,232349075
831,89638436,232448416
832,3768470,3875116
833,230343385,230461031
834,232071123,230550393
835,232904579,2834813
836,230438472,230438471
837,37786466,231241751
838,14938386,196629648
839,232812034,213736040
840,231035673,232042947
841,89273,230969910
842,149112705,230473477
843,89273,89435610
844,230438487,230461033
845,232412793,232412791
846,230527331,230527319
847,232039888,196538395
848,3424741,3408102
849,232344069,234419685
850,184703182,231573972
851,3882627,232438397
852,230464549,232462281
853,54492383,2758467
854,89273,232470342
855,231169665,231179598
856,230345948,230746742
857,11011839,230528762
858,89273,195237909
859,230464769,232062518
860,89273,230470045
861,73235357,31919623
862,232339043,231993291
863,89273,232448397
864,3408003,232046508
865,232014220,230436948
866,3420566,3424859
867,89273,230438463
868,232909458,231196797
869,232038325,37232682
870,19084356,230649127
871,3849610,232403758
872,3420754,3882798
873,230326754,232360625
874,232406455,230457866
875,232062518,232448383
876,230528720,230528710
877,234024792,232383230
878,3419291,60492027
879,232472208,230529053
880,89273,230424153
881,230456734,230456729
882,5168113,232675061
883,230444846,230444448
884,230456709,232903605
885,7550645,230394591
886,231995249,230473480
887,232457884,5517551
888,232035280,232439373
889,230847009,232029206
890,232471941,232471961
891,230456719,230456714
892,232465861,230521268
893,230451730,2717498
894,230679204,150991361
895,232892365,230578938
896,89273,230529023
897,232437954,230528720
898,232444880,232448379
899,89273,42094373
900,14847524,230550396
901,231181878,50363349
902,59184908,232448362
903,230628190,230550393
904,231178359,27929553
905,232001647,230473475
906,3376469,71369990
907,230531646,230529025
908,232036662,230438487
909,230411299,232400434
910,3881866,3876512
911,232037045,230438467
912,230526943,230630508
913,230464782,232443607
914,89273,232467026
915,232431935,2758467
916,89273,230468274
917,1913117,233229832
918,230457454,230457451
919,3880217,3880228
920,92571083,230521269
921,230847079,232029206
922,89273,230683551
923,3405005,230442067
924,232400013,201713118
925,230457866,230465373
926,230530295,2881273
927,10983754,230451730
928,195215469,230540196
929,3878606,232438397
930,230422090,232412793
931,89273,230529048
932,230446342,3376469
933,210449235,232437287
934,89273,3881827
935,27800808,232451376
936,232443607,230524982
937,89273,232041790
938,1913117,232457915
939,232396270,230610774
940,232440023,232440022
941,232033556,10975232
942,230523203,230523200
943,232009938,230390233
944,89273,230464780
945,205393464,36667095
946,89273,230468782
947,92571081,230521269
948,232041790,231176204
949,232448383,232444882
950,230471896,230653291
951,230945818,3880576
952,3421848,3407031
953,230326431,232347748
954,230814630,232438397
955,230529165,230529048
956,89273,232940307
957,230464759,232440106
958,89273,7402053
959,208587985,24138725
960,3402009,230512979
961,89273,230464776
962,230452759,232905682
963,230523203,230681578
964,230969943,231180580
965,230465357,230579563
966,151223578,230473461
967,230451676,195237909
968,230438467,230438466
969,3873829,230679216
970,230540206,230540196
971,89273,230389787
972,195312780,204236566
973,232904744,232443607
974,230649117,232440097
975,232350659,230566445
976,230969378,232438397
977,71367974,231178807
978,232913899,230578985
979,232403823,230101133
980,230448737,67786007
981,29922517,92571083
982,4959428,10437353
983,231034733,232457123
984,4454658,230473598
985,230649652,230550407
986,17128828,230456630
987,31663613,60492027
988,230438845,232438397
989,230449516,230449513
990,89273,3897291
991,89273,230469212
992,232072340,232353291
993,230347018,207801396
994,5051906,37234018
995,232033953,2912780
996,42094373,14678301
997,7398153,80045921
998,231133568,230530058
999,226902381,230530273
1000,89273,5514838
1001,293323,2813778
1002,231995064,232468876
1003,3391095,3400134
1004,231176204,231176212
1005,17387772,2717498
1006,230331370,231993291
1007,232457913,6172367
1008,232456357,36419682
1009,232037100,232440020
1010,232443614,232443613
1011,230451735,230451730
1012,230521271,230521266
1013,230531645,183323666
1014,232363566,232383230
1015,232431904,227338369
1016,89273,230746742
1017,232038821,71384764
1018,230403084,232465856
1019,230346949,207801396
1020,1913117,233227303
1021,89273,230468674
1022,232047756,3873829
1023,1913117,232124773
1024,230432810,232042915
1025,230452774,232354183
1026,232040293,195237909
1027,3877919,3687692
1028,89273,232440017
1029,231017514,2863012
1030,232431883,2758467
1031,230531168,2881274
1032,3877156,232438397
1033,230354696,14942862
1034,232361286,232470342
1035,71369010,232438397
1036,232461949,90523481
1037,230436750,55022339
1038,89273,3881087
1039,232448789,232448788
1040,232008926,230456717
1041,89273,230461049
1042,231029330,231043940
1043,89273,232062109
1044,230339481,230595343
1045,230341375,230969226
1046,230523204,230523212
1047,14660984,230452742
1048,230405609,232465856
1049,232440028,232443610
1050,230595343,232039381
1051,232926666,230575457
1052,40623301,230456622
1053,230595329,40297647
1054,232061267,232438397
1055,230438466,232443614
1056,231174733,230537139
1057,89273,178479614
1058,3881034,3857990
1059,90523481,28191716
1060,232440109,230524978
1061,230339486,230595343
1062,3768470,3764407
1063,230659131,230659139
1064,232029206,5119722
1065,232360625,230670913
1066,232054853,2717498
1067,232506308,90542994
1068,55639381,40255840
1069,232008172,192393975
1070,232345690,230456623
1071,14060213,36763524
1072,230464782,230464780
1073,89273,232440022
1074,230946668,232029206
1075,19128841,230684633
1076,89273,232448376
1077,231192284,231182310
1078,232039381,230438487
1079,7089467,5151164
1080,230436736,230793200
1081,232916687,7991441
1082,40255840,232473204
1083,219861308,232437943
1084,232036654,232036662
1085,230438477,230438476
1086,232472201,232472208
1087,232034935,230438474
1088,89273,230969943
1089,232460557,13285375
1090,231990430,232903605
1091,232034941,232036658
1092,89273,230643592
1093,230438538,14558195
1094,230679216,54735201
1095,232346255,232029206
1096,230350275,230602580
1097,230437700,232438397
1098,3401448,3401466
1099,230659139,230659146
1100,231995681,230473477
1101,230470033,88541341
1102,232034941,230438472
1103,230530244,2881273
1104,230528695,2865010
1105,232039074,205392811
1106,230394576,230085413
1107,232353604,230703697
1108,3401438,232470342
1109,230456718,231253425
1110,89273,3882798
1111,230461358,232467026
1112,230592118,230442067
1113,230531172,2881274
1114,89273,230461031
1115,89273,3916977
1116,89273,13239490
1117,11343564,230457870
1118,230527735,14827602
1119,230465203,230550393
1120,1913117,233233227
1121,232443613,230529019
1122,33951489,230557033
1123,232406455,230526084
1124,232925742,232472244
1125,232346255,2453685
1126,89273,230448370
1127,230339649,29610273
1128,89273,230446528
1129,232348187,232353604
1130,232382461,232383230
1131,3435788,230442067
1132,232349071,20299716
1133,89273,40297649
1134,230526943,2855928
1135,89273,228701568
1136,82072649,232346255
1137,231188282,232460270
1138,89273,230468676
1139,230529044,230529040
1140,232348828,232036662
1141,3881167,3904474
1142,230339477,232034941
1143,3881827,87977367
1144,231036638,232438397
1145,3875136,232438397
1146,232909272,231179622
1147,232448376,230681123
1148,7658496,195237910
1149,232439175,232439173
1150,232444504,232444502
1151,3880822,232438397
1152,232431935,198640224
1153,230456732,230456729
1154,89273,230438107
1155,230446998,37755948
1156,10687175,232926666
1157,230448070,3925879
1158,3878647,3857656
1159,230470029,230530336
1160,230456623,230456618
1161,231181199,231164314
1162,10437353,230550396
1163,230418891,232907277
1164,230847053,32858679
1165,232035051,230438482
1166,231028831,232456364
1167,206366496,230540196
1168,3878694,3878718
1169,89273,230465660
1170,14849314,6560240
1171,3881034,73235357
1172,232346253,232029206
1173,230457451,83251669
1174,230526938,28798027
1175,230539744,231993291
1176,232458909,232470552
1177,3408181,3423872
1178,231995678,230473477
1179,230456714,230575457
1180,230436948,54306935
1181,232440109,232444882
1182,230343128,3378829
1183,230596505,232429322
1184,232047417,232047414
1185,230438471,232904579
1186,230438516,75332827
1187,89273,3881097
1188,89273,230468689
1189,89273,230468425
1190,230334819,223097307
1191,230745440,232454108
1192,230522946,230522941
1193,230748737,232927787
1194,230594640,232669764
1195,231175570,2758467
1196,232045637,5123028
1197,230336197,230530244
1198,232431845,2758467
1199,231996111,230473483
1200,75332827,230670902
1201,231995245,230473480
1202,230465357,195237909
1203,3875654,3877156
1204,3851887,232438397
1205,230437630,232906420
1206,183323759,232397581
1207,3891413,231178835
1208,219841229,232906976
1209,230464783,232440028
1210,230681578,230523212
1211,232037403,230437633
1212,230436737,230436736
1213,232344790,232029206
1214,230456384,230550407
1215,231996115,230473483
1216,89273,230968470
1217,231179652,2923375
1218,230436950,54306935
1219,88636308,232431910
1220,33824628,232470704
1221,230649107,232438397
1222,232437943,230630134
1223,231175976,232456367
1224,89273,230523204
1225,89273,230968861
1226,230354696,207801396
1227,230335044,230457445
1228,117844308,230473480
1229,232460270,54732590
1230,231269959,121091562
1231,230470033,230470027
1232,89273,233842379
1233,232467634,232467632
1234,89273,232444504
1235,232440137,36350939
1236,232448820,232448818
1237,232037410,230438492
1238,231995257,230521271
1239,68959537,230473477
1240,230447409,3881034
1241,232440097,232440030
1242,89273,232403823
1243,232898395,76866560
1244,230456622,230456618
1245,230468013,232375024
1246,232398771,230519614
1247,232027351,232031824
1248,232444504,232448385
1249,232051089,3875004
1250,230449500,232903605
1251,230411686,192393975
1252,3391152,37232616
1253,232906976,230612860
1254,230449505,3876462
1255,195237910,232039888
1256,230465736,232910077
1257,89273,230438516
1258,230963675,89941897
1259,230339465,232348856
1260,89273,230446354
1261,232348187,230456718
1262,230453431,230453424
1263,1913117,232907868
1264,230335044,218528901
1265,15192868,232680483
1266,230412485,232467634
1267,230339691,232040050
1268,230679220,54732610
1269,3877875,2868852
1270,230449516,12760744
1271,230331390,231993291
1272,230522108,230522107
1273,3857656,232403720
1274,234075335,232383230
1275,231043940,232438397
1276,230539731,230539729
1277,232339344,232031596
1278,232910077,231440875
1279,230575457,2758467
1280,230473601,59397801
1281,218531044,232029206
1282,230464776,230465219
1283,3912534,76866560
1284,230464771,232440111
1285,230444847,230444448
1286,34381792,230528716
1287,232036650,232036647
1288,230451739,232428618
1289,232033953,234461480
1290,89273,230468835
1291,3903408,232438397
1292,230530273,2881273
1293,232401511,196536224
1294,89273,230528694
1295,232346245,232029206
1296,230531148,2881274
1297,89273,232907272
1298,230423334,33951489
1299,232349075,183119510
1300,89273,230451730
1301,3423872,9359039
1302,232036661,232037403
1303,36189820,230473477
1304,163941342,230770487
1305,3403080,230442067
1306,230465210,232457186
1307,3882798,232909458
1308,230663643,230456718
1309,234461480,231178812
1310,3878589,3878606
1311,230418880,212689349
1312,232033968,87823623
1313,89273,230468728
1314,230444458,230444448
1315,3881167,14845252
1316,230524982,230524980
1317,232359151,23518684
1318,3880017,232438397
1319,232905407,5484969
1320,230645824,231004407
1321,230679233,54735214
1322,232907277,231175976
1323,230424173,232431904
1324,89273,232392085
1325,89273,232959343
1326,230528716,230528710
1327,230424230,230424227
1328,230646558,196471940
1329,232440030,232471961
1330,196538395,212826630
1331,232907277,230578937
1332,230473600,59397801
1333,1913117,232453418
1334,230515089,182448768
1335,113371659,230473479
1336,4961135,57801713
1337,230405614,230405609
1338,3873829,3879955
1339,89273,230456710
1340,24138725,232439373
1341,230339474,232348855
1342,10437353,230683551
1343,89273,230439793
1344,230418880,2787442
1345,232349075,84673906
1346,89273,230468715
1347,231182309,2758467
1348,1913117,232907628
1349,232440106,232443617
1350,230437633,230437630
1351,231178812,230712278
1352,89273,230465357
1353,230528762,5485746
1354,89273,230468800
1355,1913117,232797971
1356,36716791,230442067
1357,21696825,2813778
1358,27553029,230411688
1359,230530336,230578501
1360,230328024,230518297
1361,232046855,231028852
1362,230444788,230444448
1363,232443612,232443610
1364,232908843,231181128
1365,1913117,230550393
1366,230392567,230085413
1367,206222134,226889376
1368,232347748,3740213
1369,230643077,230391411
1370,89273,231029327
1371,230459284,230459282
1372,230446354,5488136
1373,183320189,232437292
1374,231995677,230473477
1375,3881941,230745440
1376,232348091,232034949
1377,230528721,230528710
1378,230465219,230465227
